---
season: 2021-22
division: d1
gender: women
duals: 4807
description: schedule/scoreboard from team websites
---
source	id	date	time	timeZone	gender	rank	team	at	oppRank	opponent	outcome	score	neutral	conference	division	domain	tournament	timeDisplay	location	facility	tv	radio	links
 ARST	  4871	2022-04-03	       	   	W	  	ARST 	at	  	SALA 	 	   	 	 					Mobile, AL				
  SJU	 13364	2022-04-03	    TBA	   	W	  	BING 	at	  	SJU  	 	   	 	 					Queens, NY				[History](/sports/womens-tennis/opponent-history/binghamton-university/9)
 BING	 13316	2022-04-03	    TBA	   	W	  	BING 	at	  	SJU  	 	   	 	 					Queens, NY				[History](/sports/womens-tennis/opponent-history/st-johns-university/45)
   BU	 24336	2022-04-03	       	   	W	  	BU   	at	  	HC   	 	   	 	C					Worcester, MA				
 CHAT	 12873	2022-04-03	    TBA	   	W	  	CHAT 	at	  	PRES 	 	   	 	 					Clinton, SC				[History](/sports/womens-tennis/opponent-history/presbyterian-college/194)
 MRSH	  8339	2022-04-03	       	   	W	  	CIN  	at	  	MRSH 	 	   	 	 					Huntington, WV				[History](/sports/womens-tennis/opponent-history/university-of-cincinnati/15)
  DAY	 13677	2022-04-03	    TBD	   	W	  	EMICH	at	  	DAY  	 	   	 	 					Miamisburg, OH	[South Regency Tennis Center](https://www.southregencyonline.com/)			[History](/sports/womens-tennis/opponent-history/eastern-michigan-university/114)
 FORD	  9951	2022-04-03	    TBA	   	W	  	FORD 	at	  	UMASS	 	   	 	 					Amherst, MA				
 GAST	  8223	2022-04-03	    TBD	   	W	  	GAST 	at	  	UTA  	 	   	 	C					Arlington, TX				[History](/sports/womens-tennis/opponent-history/ut-arlington/74)
  SJU	 13363	2022-04-03	    TBA	   	W	  	HOF  	at	  	SJU  	 	   	 	 					Queens, NY				[History](/sports/womens-tennis/opponent-history/hofstra-university/50)
  UNT	  5243	2022-04-03	    TBA	   	W	  	HOU  	at	  	UNT  	 	   	 	 					Denton	[Waranch Tennis Complex](/facilities/?id=23)			[History](/sports/womens-tennis/opponent-history/university-of-houston/82)
LAMAR	 21348	2022-04-03	    TBA	   	W	  	LAMAR	vs	  	SFA  	 	   	N	C					Stephenville, TX				[History](/sports/womens-tennis/opponent-history/stephen-f-austin/5)
 N IA	  6727	2022-04-03	    TBA	   	W	  	N IA 	at	  	VALPO	 	   	 	C					Valparaiso, IN				[History](/sports/womens-tennis/opponent-history/valparaiso-university/179)
 FAIR	 12489	2022-04-03	    TBA	   	W	  	NIA  	at	  	FAIR 	 	   	 	C					Fairfield, CT	[WAC Tennis Courts](/facilities/?id=14)			
 NORF	  6176	2022-04-03	    TBA	   	W	  	NORF 	at	  	SCST 	 	   	 	 					Orangeburg, SC				
PVA&M	  6294	2022-04-03	    TBA	   	W	  	PVA&M	  	  	UTSA 	 	   	 	 					San Antonio, TX				[History](/sports/womens-tennis/opponent-history/utsa/54)
RIDER	 10377	2022-04-03	    TBA	   	W	  	RIDER	at	  	SIEN 	 	   	 	C					Loudonville, NY				[History](/sports/womens-tennis/opponent-history/siena-college/33)
 SIEN	 16162	2022-04-03	    TBA	   	W	  	RIDER	at	  	SIEN 	 	   	 	C					Latham, NY	[Tri-City Fitness](/facilities/?id=11)			[History](/sports/womens-tennis/opponent-history/rider-university/23)
 JVST	  6518	2022-04-03	    TBA	   	W	  	STET 	at	  	JVST 	 	   	 	 					JACKSONVILLE	[JSU Tennis Courts](/facilities/?id=6)			
  ORU	  7402	2022-04-03	    TBA	   	W	  	UMKC 	at	  	ORU  	 	   	 	 					Tulsa, OK	[Bernis Duke Tennis Center](/facilities/?id=12)			[History](/sports/womens-tennis/opponent-history/kansas-city/6)
  NEV	 10777	2022-04-03	    TBA	   	W	  	USU  	at	  	NEV  	 	   	 	C					Reno, NV	[McArthur Tennis Center](/facilities/?id=15)			[History](/sports/womens-tennis/opponent-history/utah-state-university/27)
  USU	 15041	2022-04-03	       	   	W	  	USU  	at	  	NEV  	 	   	 	C					Reno, NV				[History](/sports/womens-tennis/opponent-history/university-of-nevada/76)
  XAV	  9490	2022-04-03	    TBA	   	W	  	XAV  	at	  	CHAR 	 	   	 	 					Charlotte, NC				[History](/sports/womens-tennis/opponent-history/charlotte/51)
  HAW	 27041	2022-04-03	 9:00am	HT 	W	  	HAW  	at	  	CPOLY	 	   	 	C				9:00 a.m. HT	San Luis Obispo, CA				[History](/sports/womens-tennis/opponent-history/cal-poly/12)
  ORE	 21342	2022-04-03	 9:00am	PT 	W	  	ORE  	  	  	COLO 	 	   	 	 				9:00 AM PT	Boulder, CO				
  FUR	  7718	2022-04-03	 9:30am	   	W	  	FUR  	at	  	MER  	 	   	 	C				9:30 AM	Macon, GA				[History](/sports/womens-tennis/opponent-history/mercer-university/112)
 SALA	  9760	2022-04-03	10:00am	   	W	  	ARST 	at	  	SALA 	 	   	 	 				10 am	Mobile, AL				[History](/sports/womens-tennis/opponent-history/arkansas-state-university/19)
 PRES	 12316	2022-04-03	10:00am	   	W	  	CHAT 	at	  	PRES 	 	   	 	 				10:00 AM	Clinton, SC				[History](/sports/womens-tennis/opponent-history/university-of-tennessee-at-chattanooga/406)
  CIN	  7997	2022-04-03	10:00am	   	W	  	CIN  	at	  	MRSH 	 	   	 	 				10 A.M.	Huntington, WV				[History](/sports/womens-tennis/opponent-history/marshall-university/8)
 BUCK	 17531	2022-04-03	10:00am	   	W	  	COLG 	at	  	BUCK 	 	   	 	C				10 a.m.	Lewisburg, PA	[Varsity Tennis Courts](/facilities/?id=20)			
 COLG	  9026	2022-04-03	10:00am	   	W	  	COLG 	at	  	BUCK 	 	   	 	C				10:00 A.M.	Lewisburg, PA				
  GMU	 11744	2022-04-03	10:00am	   	W	  	DAV  	at	  	GMU  	 	   	 	C				10 a.m.	Fairfax, Va. [Tennis Courts](	facilities/?id=7)			[History](/sports/womens-tennis/opponent-history/davidson-college/4)
TX ST	  8177	2022-04-03	10:00am	   	W	  	GASO 	at	  	TX ST	 	   	 	 				10:00 AM	San Marcos, TX				[History](/sports/womens-tennis/opponent-history/georgia-southern-university/205)
  UTA	 17176	2022-04-03	10:00am	   	W	  	GAST 	at	  	UTA  	 	   	 	C				10 AM	Arlington TX	UTA Tennis Center			[History](/sports/womens-tennis/opponent-history/georgia-state-university/16)
 FGCU	 10547	2022-04-03	10:00am	   	W	  	KENN 	at	  	FGCU 	 	   	 	C				10 AM	Fort Myers, FL	[FGCU Tennis Complex](/facilities/?id=6)			[History](/sports/womens-tennis/opponent-history/kennesaw-state-university/19)
 KENN	  9210	2022-04-03	10:00am	   	W	  	KENN 	at	  	FGCU 	 	   	 	C				10 AM	Fort Myers, FL				[History](/sports/womens-tennis/opponent-history/florida-gulf-coast-university/35)
   BC	 23881	2022-04-03	10:00am	   	W	  	LOU  	at	  	BC   	 	   	 	 				10:00 AM	Weymouth, MA				
 ILST	 18102	2022-04-03	10:00am	   	W	  	MOST 	at	  	ILST 	 	   	 	C				10 a.m.	Bloomington, IL				
 COLO	 15762	2022-04-03	10:00am	MT 	W	  	ORE  	at	  	COLO 	 	   	 	C				10:00 AM MT	Boulder, CO				[History](/sports/womens-tennis/opponent-history/university-of-oregon/18)
 UTSA	  8924	2022-04-03	10:00am	   	W	  	PVA&M	at	  	UTSA 	 	   	 	 				10 a.m.	SAN ANTONIO, TEXAS - UTSA TENNIS CENTER				[History](/sports/womens-tennis/opponent-history/prairie-view-am-university/126)
 SJSU	  5909	2022-04-03	10:00am	   	W	  	SJSU 	vs	  	UNLV 	 	   	N	C				10:00 a.m.	Fresno, CA				
 UNLV	 15126	2022-04-03	10:00am	PT 	W	  	SJSU 	vs	  	UNLV 	 	   	N	C				10 am PT	Fresno, CA				
  SMU	 12487	2022-04-03	10:00am	   	W	  	SMU  	at	  	WICH 	 	   	 	C				10 A.M.	Wichita, KS				
 WICH	 14996	2022-04-03	10:00am	   	W	  	SMU  	at	  	WICH 	 	   	 	 				10:00 AM	Wichita, KS	[Coleman Tennis Complex](/facilities/?id=4)			[Live Stats](http://statb.us/b/381114) [History](/sports/womens-tennis/opponent-history/southern-methodist-university/214)
   LT	 10670	2022-04-03	10:00am	   	W	  	UAB  	at	  	LT   	 	   	 	C				10 a.m.	Ruston, LA	[LA Tech Tennis Complex](/facilities/?id=11)			
 CCAR	 21473	2022-04-03	10:00am	ET 	W	  	ULLAF	at	  	CCAR 	 	   	 	C			2022 Spring Schedule	10 a.m. ET	Conway, SC	Stevens Tennis Complex			
 JOES	  8196	2022-04-03	10:30am	   	W	  	URI  	at	  	JOES 	 	   	 	C				10:30 AM	SJU Tennis Complex				[History](/sports/womens-tennis/opponent-history/university-of-rhode-island/240)
  LOY	 15223	2022-04-03	11:00am	   	W	  	ARMY 	at	  	LOY  	 	   	 	 				11:00 a.m.	Baltimore, MD	[McClure Tennis Center at Ridley Athletic Complex](/facilities/?id=5)			
  COR	 49349	2022-04-03	11:00am	   	W	  	COR  	at	  	JMU  	 	   	 	 				11:00 a.m.	Harrisonburg, VA				
  DEP	  5151	2022-04-03	11:00am	CT 	W	  	DEP  	at	  	MARQ 	 	   	 	C				11:00 A.M. CT	Milwaukee, WI				
 MARQ	  9022	2022-04-03	11:00am	CT 	W	  	DEP  	at	  	MARQ 	 	   	 	 				11 A.M. CT	Milwaukee, WI	[Helfaer Tennis & Recreation Center](/facilities/?id=5)			[Live Stats](https://sidearmstats.com/marquette/wten/) [History](/sports/womens-tennis/opponent-history/depaul-university/40)
 GASO	 13280	2022-04-03	11:00am	   	W	  	GASO 	at	  	TX ST	 	   	 	C				11 AM	San Marcos, TX				[History](/sports/womens-tennis/opponent-history/texas-state-university/43)
 HAMP	  8459	2022-04-03	11:00am	   	W	  	HAMP 	at	  	VSU  	 	   	 	 				11:00 AM	Petersburg, VA				
  ILL	 23634	2022-04-03	11:00am	   	W	  	ILL  	at	  	NEB  	 	   	 	C				11:00 AM	Lincoln, NE				[History](/sports/womens-tennis/opponent-history/university-of-nebraska/24)
  LEH	 13208	2022-04-03	11:00am	   	W	  	LAF  	at	  	LEH  	 	   	 	C				11:00 AM	Bethlehem, PA	[Lewis Indoor Tennis Center/Ulrich Varsity Tennis Courts](/facilities/?id=25)			[History](/sports/womens-tennis/opponent-history/lafayette-college/11)
  UCA	 10043	2022-04-03	11:00am	   	W	  	LIB  	at	  	UCA  	 	   	 	 				11 a.m.	Conway, AR	UCA Tennis Courts			[History](/sports/womens-tennis/opponent-history/liberty-university/268)
  LOU	 23282	2022-04-03	11:00am	   	W	  	LOU  	at	  	BC   	 	   	 	C				11:00 a.m.	Chestnut Hill, MA				[History](/sports/womens-tennis/opponent-history/boston-college/101)
 BRAD	 21021	2022-04-03	11:00am	   	W	  	MOST 	at	  	BRAD 	 	   	 	C				11:00 AM	Peoria, IL	[Markin Tennis Courts](http://bradleybraves.com/sports/2016/6/16/tennis.aspx?id=939)	TVOE		[Watch](https://www.espn.com/search/_/q/bradley%20tennis) [Live Stats](https://bradleybraves.com/sports/2021/2/1/bradley-tennis-live-scoring.aspx)
 MOST	  5734	2022-04-03	11:00am	   	W	  	MOST 	at	  	ILST 	 	   	 	C				11 a.m.	Normal, IL				
  SYR	 14420	2022-04-03	11:00am	   	W	  	ND   	at	  	SYR  	 	   	 	C				11 AM		[Drumlins Country Club](/facilities/?id=4)			
 NICH	  9260	2022-04-03	11:00am	   	W	  	NICH 	at	  	A&MCC	 	   	 	C				11 a.m.	Corpus Christi, TX				[History](/sports/womens-tennis/opponent-history/texas-am-corpus-christi/27)
MCN T	 11422	2022-04-03	11:00am	   	W	  	NWSU 	at	  	MCN T	 	   	 	C				11 a.m.	Lake Charles, LA	[Nancy Hank Tennis Center](/facilities/?id=4)			[History](/sports/womens-tennis/opponent-history/northwestern-state-university/18)
 PROV	 10695	2022-04-03	11:00am	   	W	  	PROV 	at	  	NOVA 	 	   	 	C				11:00 A.M.	Villanova, PA				
 NOVA	 14649	2022-04-03	11:00am	   	W	  	PROV 	at	  	NOVA 	 	   	 	 				11:00 AM	Villanova, PA				
  UNF	 17885	2022-04-03	11:00am	   	W	  	UNF  	at	  	LIP  	 	   	 	C				11 a.m.	Nashville, TN				[History](/sports/womens-tennis/opponent-history/lipscomb-university/18)
IWORD	  5733	2022-04-03	11:00am	   	W	  	UNO  	at	  	IWORD	 	   	 	C				11 a.m.	San Antonio, TX	Mabry Tennis Center			[History](/sports/womens-tennis/opponent-history/new-orleans/75)
  UNO	 11444	2022-04-03	11:00am	   	W	  	UNO  	at	  	IWORD	 	   	 	C				11 a.m.	San Antonio, TX				[History](/sports/womens-tennis/opponent-history/university-of-the-incarnate-word/139)
  USF	 12259	2022-04-03	12:00pm	   	W	  	FIU  	at	  	USF  	 	   	 	 				12 p.m.	Tampa, FL	USF Varsity Tennis Courts			[History](/sports/womens-tennis/opponent-history/florida-international-university/1)
  ISU	 14699	2022-04-03	12:00pm	   	W	  	ISU  	at	  	KAN  	 	   	 	C				Noon	Lawrence, KS				
  LAF	 11554	2022-04-03	12:00pm	   	W	  	LAF  	at	  	LEH  	 	   	 	C				12:00 PM	Bethlehem, PA				
   MD	 12905	2022-04-03	12:00pm	   	W	  	MINN 	at	  	MD   	 	   	 	C				Noon	College Park, MD				
 MINN	 19414	2022-04-03	12:00pm	   	W	  	MINN 	at	  	MD   	 	   	 	C				12:00 PM	College Park, MD				
  MAR	 13146	2022-04-03	12:00pm	   	W	  	MONM 	at	  	MAR  	 	   	 	 				12 p.m.	Poughkeepsie, NY				[History](/sports/womens-tennis/opponent-history/monmouth-university/65)
 MONM	 18100	2022-04-03	12:00pm	   	W	  	MONM 	at	  	MAR  	 	   	 	C				12:00 PM	Poughkeepsie, NY				[History](/sports/womens-tennis/opponent-history/marist-college/129)
  NIA	  9589	2022-04-03	12:00pm	   	W	  	NIA  	at	  	FAIR 	 	   	 	C				12:00 p.m.	Fairfield, CT				[History](/sports/womens-tennis/opponent-history/fairfield-university/18)
  NIU	 15483	2022-04-03	12:00pm	CT 	W	  	NIU  	at	  	BALL 	 	   	 	 				12 p.m. CT	Muncie, IN				[History](/sports/womens-tennis/opponent-history/ball-state-university/8)
   NW	 19737	2022-04-03	12:00pm	   	W	  	NW   	at	  	IOWA 	 	   	 	C				12 p.m.	Iowa City, IA				
  SAM	 12113	2022-04-03	12:00pm	   	W	  	SAM  	at	  	ETSU 	 	   	 	C				12:00 PM	Johnson City, TN				[History](/sports/womens-tennis/opponent-history/east-tennessee-state-university/118)
   UK	  9479	2022-04-03	12:00pm	   	W	  	SCAR 	at	  	UK   	 	   	 	 				12 p.m.	Lexington, KY	[Hilary J. Boone Tennis Complex](/facilities/?id=129)			[Live Stats](http://www.sidearmstats.com/ukentucky/tennis/xlive.htm)
 SCAR	 16718	2022-04-03	12:00pm	   	W	  	SCAR 	at	  	UK   	 	   	 	C				12 p.m.	Lexington, KY				[History](/sports/womens-tennis/opponent-history/university-of-kentucky/101)
  KSU	 16854	2022-04-03	12:00pm	   	W	  	WVU  	at	  	KSU  	 	   	 	C			2022 Spring Schedule	12 PM	Manhattan, KS				[History](/sports/womens-tennis/opponent-history/west-virginia-university/133)
   BG	 11424	2022-04-03	 1:00pm	   	W	  	BUFF 	at	  	BG   	 	   	 	C				1:00 PM	Bowling Green, OH				[History](/sports/womens-tennis/opponent-history/university-at-buffalo/9)
MIAOH	 16858	2022-04-03	 1:00pm	   	W	  	EMICH	at	  	MIAOH	 	   	 	C				1 p.m.	Oxford, OH				[History](/sports/womens-tennis/opponent-history/eastern-michigan-university/51)
UMASS	 13161	2022-04-03	 1:00pm	   	W	  	FORD 	at	  	UMASS	 	   	 	C				1 P.M.	Amherst, MA				
  UIC	 16951	2022-04-03	 1:00pm	   	W	  	IUPUI	at	  	UIC  	 	   	 	C				1:00 p.m.	Chicago	[XS Tennis Village](/facilities/?id=25)			[History](/sports/womens-tennis/opponent-history/iupui/59)
  SFA	  9870	2022-04-03	 1:00pm	   	W	  	LAMAR	vs	  	SFA  	 	   	N	 				1:00 p.m.	Stephenville, TX				[History](/sports/womens-tennis/opponent-history/lamar-university/311)
 MSST	 16830	2022-04-03	 1:00pm	   	W	  	MSST 	at	  	MISS 	 	   	 	 				1 p.m.	Oxford, MS				
 MISS	 12608	2022-04-03	 1:00pm	   	W	  	MSST 	at	  	MISS 	 	   	 	C				1 PM	Oxford, MS				[Watch](https://olemisssports.com/sports/2019/3/8/live-video-scoring.aspx) [Live Stats](https://olemisssports.com/sports/2019/3/8/live-video-scoring.aspx)
 BALL	 10027	2022-04-03	 1:00pm	   	W	  	NIU  	at	  	BALL 	 	   	 	 				1 pm	Muncie, IN				
 NJIT	  8325	2022-04-03	 1:00pm	   	W	  	NJIT 	at	  	SB   	 	   	 	 				1:00pm	Stony Brook, NY				[History](/sports/womens-tennis/opponent-history/stony-brook-university/59)
 MILW	 15956	2022-04-03	 1:00pm	   	W	  	NKU  	at	  	MILW 	 	   	 	C				1 PM	Milwaukee, WI				Elite - River Glen [History](/sports/womens-tennis/opponent-history/northern-kentucky/107)
 OKST	 13498	2022-04-03	 1:00pm	   	W	  	OKST 	at	  	TCU  	 	   	 	C				1 p.m.	Fort Worth, TX				[History](/sports/womens-tennis/opponent-history/tcu/9)
  TCU	 17489	2022-04-03	 1:00pm	   	W	  	OKST 	at	  	TCU  	 	   	 	C				1 PM	Fort Worth, TX				[History](/sports/womens-tennis/opponent-history/oklahoma-state/48)
 STET	 14085	2022-04-03	 1:00pm	   	W	  	STET 	at	  	JVST 	 	   	 	 				1 pm	Jacksonville, AL				[History](/sports/womens-tennis/opponent-history/jacksonville-state-university/230)
  TOL	 21314	2022-04-03	 1:00pm	   	W	  	WMU  	at	  	TOL  	 	   	 	C				1:00 p.m.	Toledo, OH	[UT Varsity Tennis Courts](/facilities/?id=26)			
  WMU	 13705	2022-04-03	 1:00pm	   	W	  	WMU  	at	  	TOL  	 	   	 	C				1:00 PM	Toledo, OH				
 CHAR	 16230	2022-04-03	 1:00pm	   	W	  	XAV  	at	  	CHAR 	 	   	 	 				1:00 PM	Charlotte, NC	Halton-Wagner Tennis Complex			[History](/sports/womens-tennis/opponent-history/xavier-university/121)
 ALST	  9459	2022-04-03	 1:30pm	   	W	  	SPHC 	at	  	ALST 	 	   	 	 				1:30 pm	Montgomery, AL				[History](/sports/womens-tennis/opponent-history/spring-hill-college-ala-/147)
 SHSU	 13601	2022-04-03	 2:00pm	   	W	  	ABCHR	vs	  	SHSU 	 	   	N	C				2:00 PM	Stephenville				[History](/sports/womens-tennis/opponent-history/abilene-christian/31)
  AFA	 14522	2022-04-03	 2:00pm	MT 	W	  	AFA  	at	  	WYO  	 	   	 	 				2:00 pm MT	Laramie, WY				
  WYO	  5504	2022-04-03	 2:00pm	   	W	  	AFA  	at	  	WYO  	 	   	 	C				2 p.m.	Laramie, WY				[History](/sports/womens-tennis/opponent-history/air-force/50)
 BELL	  6717	2022-04-03	 2:00pm	CT 	W	  	BELL 	at	  	UNA  	 	   	 	C				3 PM (2 PM CT)	Florence, AL				
  UNA	  3557	2022-04-03	 2:00pm	   	W	  	BELL 	at	  	UNA  	 	   	 	C				2 PM	Florence, AL				[History](/sports/womens-tennis/opponent-history/bellarmine-university/65)
  CSU	 16153	2022-04-03	 2:00pm	   	W	  	CSU  	vs	  	UNM  	 	   	N	C				2:00 PM	Laramie, WY				
IUPUI	 15310	2022-04-03	 2:00pm	   	W	  	IUPUI	at	  	UIC  	 	   	 	C				2:00 P.M.	Chicago, IL				[History](/sports/womens-tennis/opponent-history/uic/52)
 NCAT	  4022	2022-04-03	 2:00pm	   	W	  	NCAT 	at	  	JCSU 	 	   	 	 				2 p.m.	Charlotte, NC				[History](/sports/womens-tennis/opponent-history/johnson-c-smith-university/251)
 UTSA	  8925	2022-04-03	 2:00pm	   	W	  	PVA&M	at	  	UTSA 	 	   	 	 				2 p.m.	SAN ANTONIO, TEXAS - UTSA TENNIS CENTER				[History](/sports/womens-tennis/opponent-history/prairie-view-am-university/126)
 FRES	 16970	2022-04-03	 2:00pm	PT 	W	  	SDSU 	at	  	FRES 	 	   	 	C				2 p.m. PT	Fresno, CA	[Spalding G. Wathen Tennis Center](/facilities/?id=8)			
 SDSU	 14201	2022-04-03	 2:00pm	PT 	W	  	SDSU 	at	  	FRES 	 	   	 	 				2 p.m. PT	Fresno, CA				[History](/sports/womens-tennis/opponent-history/fresno-state/65)
  WVU	 18664	2022-04-03	 2:00pm	   	W	  	WVU  	at	  	KSU  	 	   	 	 				2 p.m.	Manhattan, KS				
  MER	  9552	2022-04-03	 2:30pm	   	W	  	FUR  	at	  	MER  	 	   	 	C				2:30 P.M.	Macon, GA	[LeRoy Peddy Tennis Center](/facilities/?id=8)			
 GTWN	 18814	2022-04-03	 3:00pm	   	W	  	GTWN 	at	  	TOW  	 	   	 	 				3 PM	Towson, MD				
IWORD	  5734	2022-04-03	 3:00pm	   	W	  	SCHR 	at	  	IWORD	 	   	 	 				3 p.m.	San Antonio, TX	Mabry Tennis Center			[History](/sports/womens-tennis/opponent-history/schreiner-university/196)
  SFU	 10961	2022-04-03	 4:00pm	   	W	  	SFU  	at	  	SHU  	 	   	 	 				4:00 PM	Fairfield, CT				[History](/sports/womens-tennis/opponent-history/sacred-heart-university/34)
EMICH	 13203	2022-04-03	 7:00pm	   	W	  	EMICH	at	  	DAY  	 	   	 	 				7 p.m.	Dayton, OH				[History](/sports/womens-tennis/opponent-history/university-of-dayton/13)
  DSU	  6628	2022-04-04	    TBA	   	W	  	MORG 	at	  	DSU  	 	   	 	C									[History](/sports/womens-tennis/opponent-history/morgan-state-university/53)
 MORG	  5699	2022-04-04	    TBA	   	W	  	MORG 	at	  	DSU  	 	   	 	C					Dover, DE				[History](/sports/womens-tennis/opponent-history/delaware-state-university/7)
  HAW	 27042	2022-04-05	10:00am	HT 	W	  	HAW  	at	18	USC  	 	   	 	 				10:00 a.m. HT	Los Angeles, CA				[History](/sports/womens-tennis/opponent-history/university-of-southern-california/25)
  USC	 29967	2022-04-05	 1:00pm	PT 	W	  	HAW  	at	18	USC  	 	   	 	 				1:00 PM PT	Los Angeles, CA				
  FUR	  7719	2022-04-05	    TBA	   	W	  	FUR  	at	  	WCU  	 	   	 	C					Cullowhee, NC				[History](/sports/womens-tennis/opponent-history/western-carolina-university/258)
  WCU	 14160	2022-04-05	    TBA	   	W	  	FUR  	at	  	WCU  	 	   	 	C					Cullowhee, NC				[History](/sports/womens-tennis/opponent-history/furman-university/263)
 HALL	  8508	2022-04-05	    TBA	   	W	  	HALL 	at	  	WAG  	 	   	 	 					Staten Island, NY				
   BC	 23882	2022-04-05	 2:30pm	   	W	  	BC   	at	  	UCONN	 	   	 	 				2:30 PM	Storrs, CT				
UCONN	 21915	2022-04-05	 2:30pm	   	W	  	BC   	at	  	UCONN	 	   	 	 				2:30 PM	Storrs, CT	[Tennis Courts](/facilities/?id=9)			[History](/sports/womens-tennis/opponent-history/boston-college/28)
 JOES	  8197	2022-04-05	 2:30pm	   	W	  	NOVA 	at	  	JOES 	 	   	 	 				2:30 PM	SJU Tennis Complex				[History](/sports/womens-tennis/opponent-history/villanova-university/171)
 NOVA	 14650	2022-04-05	 2:30pm	   	W	  	NOVA 	at	  	JOES 	 	   	 	 				2:30 PM	Philadelphia, PA				
 MONM	 18101	2022-04-05	 3:30pm	   	W	  	MONM 	at	  	QUIN 	 	   	 	C				3:30 PM	Hamden, CT				[History](/sports/womens-tennis/opponent-history/quinnipiac-university/74)
 QUIN	 19848	2022-04-05	 3:30pm	   	W	  	MONM 	at	  	QUIN 	 	   	 	C				3:30 PM	Guilford Racquet Club	Guilford, Conn.			[History](/sports/womens-tennis/opponent-history/monmouth-university/107)
 NCAT	  4023	2022-04-05	 4:00pm	   	W	  	NCAT 	at	  	WSSU 	 	   	 	 				4 p.m.	Winston-Salem, NC				[History](/sports/womens-tennis/opponent-history/winston-salem-state-university/124)
 UCLA	 30667	2022-04-06	 1:30pm	PT 	W	 2	PEPP 	at	 5	UCLA 	 	   	 	 				1:30 PM PT	Los Angeles, CA				
 PEPP	 11651	2022-04-06	 1:30pm	PT 	W	 2	PEPP 	at	 5	UCLA 	 	   	 	 				1:30 p.m. PT	Los Angeles, CA				
 RICH	  9003	2022-04-06	       	   	W	  	LU   	at	  	RICH 	 	   	 	 					Richmond, VA	[Westhampton Tennis Complex](/facilities/?id=10)			[History](/sports/womens-tennis/opponent-history/longwood-university/157)
RIDER	 10375	2022-04-06	    TBA	   	W	  	RIDER	at	  	DSU  	 	   	 	 					Dover, DE				[History](/sports/womens-tennis/opponent-history/delaware-state-university/55)
  UNT	  5244	2022-04-06	    TBA	   	W	  	UNT  	at	  	UTA  	 	   	 	 					Arlington, TX				[History](/sports/womens-tennis/opponent-history/ut-arlington/150)
 PROV	 10696	2022-04-06	 1:00pm	   	W	  	UCONN	at	  	PROV 	 	   	 	C				1:00 P.M.	Providence, RI				
  CoC	 10768	2022-04-06	 2:00pm	   	W	  	CoC  	at	  	SCST 	 	   	 	 				2:00 PM	Orangeburg, SC				
   LU	  7967	2022-04-06	 2:00pm	   	W	  	LU   	at	  	RICH 	 	   	 	 				2 p.m.	Richmond, VA				[History](/sports/womens-tennis/opponent-history/university-of-richmond/20)
 PRES	 12317	2022-04-06	 2:00pm	   	W	  	PRES 	at	  	UNCA 	 	   	 	C				2:00 PM	Asheville, NC				[History](/sports/womens-tennis/opponent-history/unc-asheville/192)
  UTA	 17177	2022-04-06	 2:00pm	   	W	  	UNT  	at	  	UTA  	 	   	 	 				2 PM	Arlington, TX	UTA Tennis Center			[History](/sports/womens-tennis/opponent-history/university-of-north-texas/39)
 FAIR	 12490	2022-04-06	 3:00pm	   	W	  	FAIR 	at	  	MAR  	 	   	 	C				3:00 PM	Poughkeepsie, NY				
  MAR	 13147	2022-04-06	 3:00pm	   	W	  	FAIR 	at	  	MAR  	 	   	 	 				3 p.m.	Poughkeepsie, NY				[History](/sports/womens-tennis/opponent-history/fairfield-university/68)
UCONN	 21916	2022-04-06	 3:00pm	   	W	  	UCONN	at	  	PROV 	 	   	 	C				3:00 PM	Providence, RI				[History](/sports/womens-tennis/opponent-history/providence-college/230)
  LOY	 15224	2022-04-06	 3:30pm	   	W	  	MSM  	at	  	LOY  	 	   	 	 				3:30 p.m.	Baltimore, MD	[McClure Tennis Center at Ridley Athletic Complex](/facilities/?id=5)			
  TOL	 21315	2022-04-07	 1:00pm	   	W	24	MIA  	at	  	TOL  	 	   	 	C				1:00 p.m.	Toledo, OH	[UT Varsity Tennis Courts](/facilities/?id=26)			
   SF	  7117	2022-04-07	12:00pm	   	W	  	SF   	at	  	BYU  	 	   	 	 				12:00 p.m.	Provo, UT				[History](/sports/womens-tennis/opponent-history/brigham-young-university/26)
  LIU	  2002	2022-04-07	 1:00pm	   	W	  	FDU  	at	  	LIU  	 	   	 	C				1:00 PM	Brookville, NY	[LIU Tennis Center](/facilities/?id=5)			
MIAOH	 16859	2022-04-07	 1:00pm	   	W	  	MIAOH	at	  	TOL  	 	   	 	C				1 p.m.	Toledo, OH				[History](/sports/womens-tennis/opponent-history/university-of-toledo/168)
 UNCA	  5919	2022-04-07	 2:00pm	   	W	  	PRES 	at	  	UNCA 	 	   	 	C				2:00 PM	Asheville, NC	[The Asheville Racquet Club Downtown](/facilities/?id=1)			[History](/sports/womens-tennis/opponent-history/presbyterian-college/54)
  UNO	 11445	2022-04-07	 2:00pm	   	W	  	UNO  	at	  	NICH 	 	   	 	C				2 p.m.	Thibodaux, LA				[History](/sports/womens-tennis/opponent-history/nicholls/21)
